code,title,chapter_no,selectable,sex,age,rule,restriction_rule,residual,leaf,flags
2A00.21,Mixed neuronal-glial tumours,02,yes,both,all,annex,default,no,yes,
2A00.22,Choroid plexus tumours,02,yes,both,all,annex,default,no,yes,
2A00.2Y,Other specified tumours of neuroepithelial tissue of brain,02,yes,both,all,annex,default,yes,yes,
2A00.2Z,"Tumours of neuroepithelial tissue of brain, unspecified",02,yes,both,all,annex,default,yes,yes,
2A00.3,Central neurocytoma of brain,02,yes,both,all,annex,default,no,yes,
2A00.4,Astroblastoma of the brain,02,yes,both,all,annex,default,no,yes,
2A00.5,Primary neoplasm of brain of unknown or unspecified type,02,yes,both,all,annex,icd10 C71 C71.0 C71.1 C71.2 C71.3 C71.4 C71.5 C71.6 C71.7 C71.8 C71.9 D33.0 D33.1 D33.2 D43.0 D43.1 D43.2,no,yes,
2A01,Primary neoplasms of meninges,02,yes,both,all,annex,default,no,no,
2A01.0,Meningiomas,02,yes,both,all,annex,default,no,no,
2A01.00,Primary malignant meningioma,02,yes,both,all,annex,icd10 C70,no,yes,
2A01.0Y,Other specified meningiomas,02,yes,both,all,annex,default,yes,yes,
2A01.0Z,"Meningiomas, unspecified",02,yes,both,all,annex,default,yes,yes,
2A01.1,Mesenchymal tumour of meninges,02,yes,both,all,annex,default,no,yes,
2A01.2,Primary neoplasm of meninges of unknown or unspecified type,02,yes,both,all,annex,icd10 C70.0 C70.1 C70.9 D32 D32.0 D32.1 D32.9 D42 D42.0 D42.1 D42.9,no,yes,
2A02,"Primary neoplasm of spinal cord, cranial nerves, paraspinal nerves or remaining parts of central nervous system",02,yes,both,all,annex,default,no,no,
2A02.0,"Gliomas of spinal cord, cranial or paraspinal nerves",02,yes,both,all,annex,default,no,no,
2A02.00,"Glioblastoma of spinal cord, cranial or paraspinal nerves",02,yes,both,all,annex,default,no,yes,
2A02.0Y,"Other specified gliomas of spinal cord, cranial or paraspinal nerves",02,yes,both,all,annex,default,yes,yes,
2A02.0Z,"Gliomas of spinal cord, cranial or paraspinal nerves, unspecified",02,yes,both,all,annex,default,yes,yes,
2A02.1,Tumours of cranial or paraspinal nerves,02,yes,both,all,annex,default,no,no,
2A02.10,Malignant peripheral nerve sheath tumour of cranial or paraspinal nerves,02,yes,both,all,annex,default,no,yes,
2A02.11,Paraspinal neuroblastoma,02,yes,both,all,annex,default,no,yes,
2A02.12,Malignant neoplasm of the optic nerve,02,yes,both,all,annex,icd10 C72.3,no,yes,
2A02.1Y,Other specified tumours of cranial or paraspinal nerves,02,yes,both,all,annex,default,yes,yes,
2A02.1Z,"Tumours of cranial or paraspinal nerves, unspecified",02,yes,both,all,annex,icd10 C72.2 C72.4,yes,yes,
2A02.2,Primary neoplasm of spinal cord of unknown or unspecified type,02,yes,both,all,annex,icd10 C72.0 C72.1,no,yes,
2A02.3,Benign neoplasm of cranial nerves,02,yes,both,all,annex,icd10 D33.3,no,yes,
2A02.4,Benign neoplasm of spinal cord,02,yes,both,all,annex,icd10 D33.4,no,yes,
2A02.Z,"Primary neoplasm of spinal cord, cranial nerves, paraspinal nerves or remaining parts of central nervous system, unspecified",02,yes,both,all,annex,icd10 C72 C72.5 C72.8,yes,yes,
2A0Z,Other and unspecified neoplasms of brain or central nervous system,02,yes,both,all,annex,icd10 C72.9 D33 D33.7 D33.9 D43 D43.3 D43.4 D43.7 D43.9,yes,yes,
2A20,Non mast cell myeloproliferative neoplasms,02,yes,both,all,annex,default,no,no,
2A20.0,"Chronic myelogenous leukaemia, BCR-ABL1-positive",02,yes,both,all,annex,default,no,no,
2A20.00,Chronic myelogenous leukaemia with blast crisis,02,yes,both,all,annex,default,no,yes,
2A20.01,"Chronic myelogenous leukaemia, Philadelphia chromosome (Ph1) positive",02,yes,both,all,annex,default,no,yes,
2A20.02,"Chronic myelogenous leukaemia, t(9:22)(q34; q11)",02,yes,both,all,annex,default,no,yes,
2A20.03,Naegeli-type monocytic leukaemia,02,yes,both,all,annex,default,no,yes,
2A20.0Y,"Other specified chronic myelogenous leukaemia, BCR-ABL1-positive",02,yes,both,all,annex,default,yes,yes,
2A20.0Z,"Chronic myelogenous leukaemia, BCR-ABL1-positive, unspecified",02,yes,both,all,annex,icd10 C92.1,yes,yes,
2A20.1,Chronic neutrophilic leukaemia,02,yes,both,all,annex,default,no,yes,
2A20.2,Primary myelofibrosis,02,yes,both,all,annex,icd10 D47.4,no,yes,
2A20.3,"Chronic eosinophilic leukaemia, not elsewhere classified",02,yes,both,all,annex,icd10 D47.5,no,yes,
2A20.4,Polycythaemia vera,02,yes,both,all,annex,icd10 D45,no,yes,
2A20.5,"Non mast cell myeloproliferative neoplasm, unclassifiable",02,yes,both,all,annex,default,no,yes,
2A20.Y,Other specified non mast cell myeloproliferative neoplasms,02,yes,both,all,annex,default,yes,yes,
2A20.Z,"Non mast cell myeloproliferative neoplasms, unspecified",02,yes,both,all,annex,default,yes,yes,
2A21,Mastocytosis,02,yes,both,all,annex,default,no,no,
2A21.0,Systemic mastocytosis,02,yes,both,all,annex,default,no,no,
2A21.00,Mast cell leukaemia,02,yes,both,all,annex,icd10 C94.3,no,yes,
2A21.0Y,Other specified systemic mastocytosis,02,yes,both,all,annex,default,yes,yes,
2A21.0Z,"Systemic mastocytosis, unspecified",02,yes,both,all,annex,default,yes,yes,
2A21.1,Cutaneous mastocytosis,02,yes,both,all,annex,default,no,no,
2A21.10,Urticaria pigmentosa,02,yes,both,all,annex,default,no,yes,
2A21.1Y,Other specified cutaneous mastocytosis,02,yes,both,all,annex,default,yes,yes,
2A21.1Z,"Cutaneous mastocytosis, unspecified",02,yes,both,all,annex,default,yes,yes,
2A21.2,Mast cell sarcoma,02,yes,both,all,annex,default,no,yes,
2A21.3,Extracutaneous mastocytoma,02,yes,both,all,annex,default,no,yes,
2A21.Y,Other specified mastocytosis,02,yes,both,all,annex,default,yes,yes,
2A21.Z,"Mastocytosis, unspecified",02,yes,both,all,annex,icd10 C96.2,yes,yes,
2A2Y,Other specified myeloproliferative neoplasm,02,yes,both,all,annex,default,yes,yes,
2A2Z,"Myeloproliferative neoplasm, unspecified",02,yes,both,all,annex,icd10 D47.1,yes,yes,
2A30,Refractory anaemia,02,yes,both,all,annex,icd10 D46.0 D46.4,no,yes,
2A31,Refractory neutropaenia,02,yes,both,all,annex,default,no,yes,
2A32,Refractory thrombocytopenia,02,yes,both,all,annex,default,no,yes,
2A33,Refractory anaemia with ring sideroblasts,02,yes,both,all,annex,icd10 D46.1,no,yes,
2A34,Refractory cytopenia with multi-lineage dysplasia,02,yes,both,all,annex,icd10 D46.5,no,yes,
2A35,Refractory anaemia with excess of blasts,02,yes,both,all,annex,icd10 D46.2,no,yes,
2A36,Myelodysplastic syndrome with isolated del(5q),02,yes,both,all,annex,icd10 D46.6,no,yes,
2A37,"Myelodysplastic syndrome, unclassifiable",02,yes,both,all,annex,default,no,yes,
2A38,Refractory cytopenia of childhood,02,yes,both,all,annex,default,no,yes,
2A3Y,Other specified myelodysplastic syndromes,02,yes,both,all,annex,default,yes,yes,
2A3Z,"Myelodysplastic syndromes, unspecified",02,yes,both,all,annex,icd10 D46 D46.7 D46.9,yes,yes,
2A40,Chronic myelomonocytic leukaemia,02,yes,both,all,annex,icd10 C93.1,no,yes,
2A41,"Atypical chronic myeloid leukaemia, BCR-ABL1-negative",02,yes,both,all,annex,icd10 C92.2,no,yes,
2A42,Juvenile myelomonocytic leukaemia,02,yes,both,all,annex,default,no,no,
2A42.0,Juvenile myelomonocytic leukaemia in complete remission,02,yes,both,all,annex,default,no,yes,
2A42.Y,Other specified juvenile myelomonocytic leukaemia,02,yes,both,all,annex,default,yes,yes,
2A42.Z,"Juvenile myelomonocytic leukaemia, unspecified",02,yes,both,all,annex,icd10 C93.3,yes,yes,
2A43,Refractory anaemia with ring sideroblasts associated with marked thrombocytosis,02,yes,both,all,annex,default,no,yes,
2A44,"Myeloproliferative and myelodysplastic disease, unclassifiable",02,yes,both,all,annex,icd10 C94.6,no,yes,
2A4Y,Other specified myelodysplastic and myeloproliferative neoplasms,02,yes,both,all,annex,default,yes,yes,
2A4Z,"Myelodysplastic and myeloproliferative neoplasms, unspecified",02,yes,both,all,annex,default,yes,yes,
2A50,Myeloid or lymphoid neoplasm associated with PDGFRA rearrangement,02,yes,both,all,annex,default,no,yes,
2A51,Myeloid neoplasm associated with PDGFRB rearrangement,02,yes,both,all,annex,default,no,yes,
2A52,Myeloid or lymphoid neoplasms with FGFR1 abnormalities,02,yes,both,all,annex,default,no,yes,
2A5Z,"Myeloid or lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB or FGFR1, unspecified",02,yes,both,all,annex,default,yes,yes,
2A60,Acute myeloid leukaemias and related precursor neoplasms,02,yes,both,all,annex,default,no,no,
2A60.0,Acute myeloid leukaemia with recurrent genetic abnormalities,02,yes,both,all,annex,default,no,yes,
2A60.1,Acute myeloid leukaemia with myelodysplasia-related changes,02,yes,both,all,annex,default,no,yes,
2A60.2,Therapy-related myeloid neoplasms,02,yes,both,all,annex,default,no,no,
2A60.20,Therapy related acute myeloid leukaemia or myelodysplastic syndrome,02,yes,both,all,annex,default,no,yes,
2A60.2Y,Other specified therapy-related myeloid neoplasms,02,yes,both,all,annex,default,yes,yes,
2A60.2Z,"Therapy-related myeloid neoplasms, unspecified",02,yes,both,all,annex,default,yes,yes,
2A60.3,"Acute myeloid leukaemia, not elsewhere classified by criteria of other types",02,yes,both,all,annex,default,no,no,
2A60.30,Acute myeloid leukaemia with minimal differentiation,02,yes,both,all,annex,default,no,yes,
2A60.31,Acute myeloid leukaemia without maturation,02,yes,both,all,annex,default,no,yes,
2A60.32,Acute myeloid leukaemia with maturation,02,yes,both,all,annex,default,no,yes,
2A60.33,Acute myelomonocytic leukaemia,02,yes,both,all,annex,icd10 C92.5,no,yes,
2A60.34,Acute monoblastic or monocytic leukaemia,02,yes,both,all,annex,icd10 C93.0,no,yes,
2A60.35,Acute erythroid leukaemia,02,yes,both,all,annex,icd10 C94.0,no,yes,
2A60.36,Acute megakaryoblastic leukaemia,02,yes,both,all,annex,icd10 C94.2,no,yes,
2A60.37,Acute basophilic leukaemia,02,yes,both,all,annex,default,no,yes,
2A60.38,Acute panmyelosis with myelofibrosis,02,yes,both,all,annex,icd10 C94.4,no,yes,
2A60.39,Myeloid sarcoma,02,yes,both,all,annex,icd10 C92.3,no,yes,
2A60.3Y,"Other specified acute myeloid leukaemia, not elsewhere classified by criteria of other types",02,yes,both,all,annex,default,yes,yes,
2A60.3Z,"Acute myeloid leukaemia, unspecified",02,yes,both,all,annex,icd10 C92.0,yes,yes,
2A60.4,Myeloid proliferation associated with Down syndrome,02,yes,both,all,annex,default,no,no,
2A60.40,Transient abnormal myelopoiesis,02,yes,both,all,annex,default,no,yes,
2A60.41,Myeloid leukaemia associated with Down syndrome,02,yes,both,all,annex,default,no,yes,
2A60.4Y,Other specified myeloid proliferation associated with Down syndrome,02,yes,both,all,annex,default,yes,yes,
2A60.4Z,"Myeloid proliferation associated with Down syndrome, unspecified",02,yes,both,all,annex,default,yes,yes,
2A60.5,Blastic plasmacytoid dendritic cell neoplasm,02,yes,both,all,annex,icd10 C86.4,no,yes,
2A60.Y,Other specified acute myeloid leukaemias and related precursor neoplasms,02,yes,both,all,annex,default,yes,yes,
2A60.Z,"Acute myeloid leukaemias and related precursor neoplasms, unspecified",02,yes,both,all,annex,icd10 C92.4 C92.6,yes,yes,
2A61,Acute leukaemias of ambiguous lineage,02,yes,both,all,annex,default,no,yes,
2A70,Precursor B-lymphoblastic neoplasms,02,yes,both,all,annex,default,no,no,
2A70.0,"B lymphoblastic leukaemia or lymphoma, not elsewhere classified",02,yes,both,all,annex,icd10 C83.5,no,yes,
2A70.1,B lymphoblastic leukaemia or lymphoma with t(9:22) (q34;q11.2); BCR-ABL1,02,yes,both,all,annex,default,no,yes,
2A70.Y,Other B-lymphoblastic leukaemia/lymphoma with recurrent genetic abnormalities,02,yes,both,all,annex,default,yes,yes,
2A71,Precursor T-lymphoblastic neoplasms,02,yes,both,all,annex,default,no,yes,
2A7Z,"Precursor lymphoid neoplasms, unspecified",02,yes,both,all,annex,default,yes,yes,
2A80,Follicular lymphoma,02,yes,both,all,annex,default,no,no,
2A80.0,Follicular lymphoma grade 1,02,yes,both,all,annex,icd10 C82.0,no,yes,
2A80.1,Follicular lymphoma grade 2,02,yes,both,all,annex,icd10 C82.1,no,yes,
2A80.2,Follicular lymphoma grade 3,02,yes,both,all,annex,icd10 C82.2 C82.3 C82.4,no,yes,
2A80.3,Primary cutaneous follicle centre lymphoma,02,yes,both,all,annex,icd10 C82.6,no,yes,
2A80.4,Paediatric type follicular lymphoma,02,yes,both,all,annex,default,no,yes,
2A80.5,Follicular lymphoma in situ,02,yes,both,all,annex,default,no,yes,
2A80.6,Follicular lymphoma of small intestine,02,yes,both,all,annex,default,no,yes,
2A80.Y,Other specified follicular lymphoma,02,yes,both,all,annex,default,yes,yes,
2A80.Z,"Follicular lymphoma, unspecified",02,yes,both,all,annex,icd10 C82 C82.5 C82.7 C82.9,yes,yes,
2A81,Diffuse large B-cell lymphomas,02,yes,both,all,annex,default,no,no,
2A81.0,Primary mediastinal large B-cell lymphoma,02,yes,both,all,annex,icd10 C85.2,no,yes,
2A81.1,Intravascular large B-cell lymphoma,02,yes,both,all,annex,default,no,yes,
2A81.2,Plasmablastic lymphoma,02,yes,both,all,annex,default,no,yes,
2A81.3,Lymphomatoid granulomatosis,02,yes,both,all,annex,default,no,yes,
2A81.4,T-cell/histiocyte rich large B-cell lymphoma,02,yes,both,all,annex,default,no,yes,
2A81.5,Primary diffuse large B-cell lymphoma of central nervous system,02,yes,both,all,annex,default,no,yes,
2A81.6,Epstein-Barr Virus-positive diffuse large B-cell lymphoma of the elderly,02,yes,both,all,annex,default,no,yes,
2A81.7,Diffuse large B-cell lymphoma associated with chronic inflammation,02,yes,both,all,annex,default,no,yes,
2A81.8,ALK-positive large B-cell lymphoma,02,yes,both,all,annex,default,no,yes,
2A81.9,Primary effusion lymphoma,02,yes,both,all,annex,default,no,yes,
2A81.A,"Primary cutaneous diffuse large B-cell lymphoma, leg type",02,yes,both,all,annex,default,no,yes,
2A81.Y,Other specified diffuse large B-cell lymphomas,02,yes,both,all,annex,default,yes,yes,
2A81.Z,"Diffuse large B-cell lymphoma, not otherwise specified",02,yes,both,all,annex,icd10 C83.3,yes,yes,
2A82,Mature B-cell neoplasm with leukaemic behaviour,02,yes,both,all,annex,default,no,no,
2A82.0,Chronic lymphocytic leukaemia or small lymphocytic lymphoma,02,yes,both,all,annex,default,no,no,
2A82.00,Chronic lymphocytic leukaemia of B-cell type,02,yes,both,all,annex,icd10 C91.1,no,yes,
2A82.0Y,Other specified chronic lymphocytic leukaemia or small lymphocytic lymphoma,02,yes,both,all,annex,default,yes,yes,
2A82.0Z,"Chronic lymphocytic leukaemia or small lymphocytic lymphoma, unspecified",02,yes,both,all,annex,icd10 C83.0,yes,yes,
2A82.1,B-cell prolymphocytic leukaemia,02,yes,both,all,annex,default,no,no,
2A82.10,B-cell prolymphocytic leukaemia in complete remission,02,yes,both,all,annex,default,no,yes,
2A82.1Y,Other specified b-cell prolymphocytic leukaemia,02,yes,both,all,annex,default,yes,yes,
2A82.1Z,"B-cell prolymphocytic leukaemia, unspecified",02,yes,both,all,annex,icd10 C91.3,yes,yes,
2A82.2,Hairy-cell leukaemia,02,yes,both,all,annex,icd10 C91.4,no,yes,
2A82.3,"Splenic B-cell lymphoma or leukaemia, unclassifiable",02,yes,both,all,annex,default,no,yes,
2A82.Y,Other specified mature B-cell neoplasm with leukaemic behaviour,02,yes,both,all,annex,default,yes,yes,
2A82.Z,"Mature B-cell neoplasm with leukaemic behaviour, unspecified",02,yes,both,all,annex,default,yes,yes,
2A83,Plasma cell neoplasms,02,yes,both,all,annex,default,no,no,
2A83.0,Monoclonal gammopathy of undetermined significance,02,yes,both,all,annex,icd10 D47.2,no,yes,
2A83.1,Plasma cell myeloma,02,yes,both,all,annex,icd10 C90.0,no,yes,
2A83.2,Solitary plasmacytoma,02,yes,both,all,annex,icd10 C90.3,no,yes,
2A83.3,Extraosseous plasmacytoma,02,yes,both,all,annex,icd10 C90.2,no,yes,
2A83.4,Plasma cell leukaemia,02,yes,both,all,annex,icd10 C90.1,no,yes,
2A83.5,Monoclonal immunoglobulin deposition disease,02,yes,both,all,annex,default,no,no,
2A83.50,Heavy chain deposition disease,02,yes,both,all,annex,default,no,yes,
2A83.51,Light and heavy chain deposition disease,02,yes,both,all,annex,default,no,yes,
2A83.52,Light chain deposition disease,02,yes,both,all,annex,default,no,yes,
2A83.Y,Other specified plasma cell neoplasms,02,yes,both,all,annex,default,yes,yes,
2A83.Z,"Plasma cell neoplasm, unspecified",02,yes,both,all,annex,icd10 C90,yes,yes,
2A84,Heavy chain diseases or malignant immunoproliferative diseases,02,yes,both,all,annex,default,no,no,
2A84.0,Alpha heavy chain disease,02,yes,both,all,annex,icd10 C88.3,no,yes,
2A84.1,Gamma heavy chain disease,02,yes,both,all,annex,default,no,yes,
2A84.2,Mu heavy chain disease,02,yes,both,all,annex,default,no,yes,
2A84.Y,Other specified malignant immunoproliferative diseases,02,yes,both,all,annex,default,yes,yes,
2A84.Z,"Heavy chain diseases, unspecified",02,yes,both,all,annex,icd10 C88 C88.2 C88.7 C88.9,yes,yes,
2A85,Other specified mature B-cell neoplasms or lymphoma,02,yes,both,all,annex,default,no,no,
2A85.0,Nodal marginal zone lymphoma,02,yes,both,all,annex,default,no,yes,
2A85.1,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue of stomach,02,yes,both,all,annex,default,no,yes,
2A85.2,"Extranodal marginal zone B-cell lymphoma, primary site skin",02,yes,both,all,annex,default,no,yes,
2A85.3,"Extranodal marginal zone B-cell lymphoma, primary site excluding stomach or skin",02,yes,both,all,annex,icd10 C88.4,no,yes,
2A85.4,Lymphoplasmacytic lymphoma,02,yes,both,all,annex,icd10 C88.0,no,yes,
2A85.5,Mantle cell lymphoma,02,yes,both,all,annex,icd10 C83.1,no,yes,
2A85.6,Burkitt lymphoma including Burkitt leukaemia,02,yes,both,all,annex,icd10 C83.7 C91.8,no,yes,
2A85.Y,Further specified mature B-cell neoplasms or lymphoma,02,yes,both,all,annex,default,yes,yes,
2A86,"B-cell lymphoma, mixed features",02,yes,both,all,annex,default,no,no,
2A86.0,"Malignant lymphoma of B cell type, not elsewhere classified",02,yes,both,all,annex,icd10 C85.1,no,yes,
2A86.1,B-cell lymphoma unclassifiable with features intermediate between Burkitt lymphoma and diffuse large B-cell lymphoma,02,yes,both,all,annex,default,no,yes,
2A86.2,B-cell lymphoma unclassifiable with features intermediate between classical Hodgkin lymphoma and diffuse large B-cell lymphoma,02,yes,both,all,annex,default,no,yes,
2A86.Y,"Other specified B-cell lymphoma, mixed features",02,yes,both,all,annex,default,yes,yes,
2A86.Z,"B-cell lymphoma, mixed features, unspecified",02,yes,both,all,annex,default,yes,yes,
2A8Z,"Mature B-cell neoplasms, unspecified",02,yes,both,all,annex,icd10 C83 C83.8 C83.9 C85,yes,yes,
2A90,"Mature T-cell lymphoma, specified types, nodal or systemic",02,yes,both,all,annex,default,no,no,
2A90.0,T-cell prolymphocytic leukaemia,02,yes,both,all,annex,icd10 C91.6,no,yes,
2A90.1,T-cell large granular lymphocytic leukaemia,02,yes,both,all,annex,default,no,yes,
2A90.2,Chronic lymphoproliferative disorders of NK-cells,02,yes,both,all,annex,default,no,yes,
2A90.3,Aggressive NK cell leukaemia,02,yes,both,all,annex,default,no,yes,
2A90.4,Systemic Epstein-Barr Virus-positive T-cell lymphoma of childhood,02,yes,both,all,annex,default,no,yes,
2A90.5,"Adult T-cell lymphoma or leukaemia, human T-cell lymphotropic virus type 1-associated",02,yes,both,all,annex,icd10 C91.5,no,yes,
2A90.6,"Extranodal NK/T-cell lymphoma, nasal type",02,yes,both,all,annex,icd10 C86.0,no,yes,
2A90.7,Enteropathy associated T-cell lymphoma,02,yes,both,all,annex,icd10 C86.2,no,yes,
2A90.8,Hepatosplenic T-cell lymphoma,02,yes,both,all,annex,icd10 C86.1,no,yes,
2A90.9,Angioimmunoblastic T-cell lymphoma,02,yes,both,all,annex,icd10 C86.5,no,yes,
2A90.A,"Anaplastic large cell lymphoma, ALK-positive",02,yes,both,all,annex,icd10 C84.6,no,yes,
2A90.B,"Anaplastic large cell lymphoma, ALK-negative",02,yes,both,all,annex,icd10 C84.7,no,yes,
2A90.C,"Peripheral T-cell lymphoma, not otherwise specified",02,yes,both,all,annex,icd10 C84.4,no,yes,
2B00,Subcutaneous panniculitis-like T-cell lymphoma,02,yes,both,all,annex,icd10 C86.3,no,yes,
2B01,Mycosis fungoides,02,yes,both,all,annex,icd10 C84.0,no,yes,
2B02,Sézary syndrome,02,yes,both,all,annex,icd10 C84.1,no,yes,
2B03,Primary cutaneous CD30-positive T-cell lymphoproliferative disorders,02,yes,both,all,annex,default,no,no,
2B03.0,Primary cutaneous CD30-positive anaplastic large cell lymphoma,02,yes,both,all,annex,icd10 C86.6,no,yes,
2B03.1,Lymphomatoid papulosis,02,yes,both,all,annex,default,no,yes,
2B0Y,Other specified primary cutaneous mature T-cell or NK-cell lymphomas and lymphoproliferative disorders,02,yes,both,all,annex,default,yes,yes,
2B0Z,Primary cutaneous T-cell lymphoma of undetermined or unspecified type,02,yes,both,all,annex,icd10 C84.8,yes,yes,
2B2Y,Other specified mature T-cell or NK-cell neoplasms,02,yes,both,all,annex,default,yes,yes,
2B2Z,"Mature T-cell or NK-cell neoplasms, unspecified",02,yes,both,all,annex,icd10 C84 C84.5 C84.9,yes,yes,
2B30,Hodgkin lymphoma,02,yes,both,all,annex,default,no,no,
2B30.0,Nodular lymphocyte predominant Hodgkin lymphoma,02,yes,both,all,annex,icd10 C81.0,no,yes,
2B30.1,Classical Hodgkin lymphoma,02,yes,both,all,annex,default,no,no,
2B30.10,Nodular sclerosis classical Hodgkin lymphoma,02,yes,both,all,annex,icd10 C81.1,no,yes,
